"Name","BankName","EventName"
"sound_rascal_girl_dep","soundbanks/card_common_rascal.bank","event:/Main/Card/Common/card_common_rascal/card_common_rascal_girl_dep"
"sound_fem_rascal_atk","soundbanks/card_common_rascal.bank","event:/Main/Card/Common/card_common_rascal/card_common_rascal_fem_atk"
"sound_fem_rascal_atk_vo","soundbanks/card_common_rascal.bank","event:/Main/Card/Common/card_common_rascal/card_common_rascal_fem_atk_vo"
"sound_lava_golem_roll_steps","soundbanks/card_common_lava_golem.bank","event:/Main/Card/Common/card_common_lava_golem/card_common_lava_golem_roll_steps"
"sound_lava_golem_hit","soundbanks/card_common_lava_golem.bank","event:/Main/Card/Common/card_common_lava_golem/card_common_lava_golem_hit"
"sound_lava_golem_steps","soundbanks/card_common_lava_golem.bank","event:/Main/Card/Common/card_common_lava_golem/card_common_lava_golem_steps"
"sound_lava_golem_die","soundbanks/card_common_lava_golem.bank","event:/Main/Card/Common/card_common_lava_golem/card_common_lava_golem_die"
"sound_lava_golem_deploy","soundbanks/card_common_lava_golem.bank","event:/Main/Card/Common/card_common_lava_golem/card_common_lava_golem_deploy"
"sound_rascal_boy_attack_start","soundbanks/card_common_rascal.bank","event:/Main/Card/Common/card_common_rascal/card_common_rascal_boy_attack_start"
"sound_rascal_boy_attack_start_vo","soundbanks/card_common_rascal.bank","event:/Main/Card/Common/card_common_rascal/card_common_rascal_boy_attack_start_vo"
"sound_battle_day_rank_change","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_battle_day_rank_change"
"ClanwarStartHorn","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_clan_war_starthorn"
"ClanwarCollectionDay","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_clan_war_collectionday"
"ClanwarBattleDay","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_clan_war_battleday"
"clanwar_get_star_screen","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_clanwar_get_star_screen"
"clanwar_get_star_reached","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_clanwar_get_star_reached"
"BoatLand","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_boatland"
"sound_openChest_clanwar","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openchest_clanwar"
"CW_swordlogohit_01","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_cw_swordlogohit_1"
"CW_swordlogohit_02","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_cw_swordlogohit_2"
"war_rank_5","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_rank_5"
"war_rank_4","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_rank_4"
"war_rank_3","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_rank_3"
"war_rank_2","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_rank_2"
"war_rank_1","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_rank_1"
"war_results_loop","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_war_results_loop"
"sound_war_arrow_hit_chest","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_war_arrow_hit_chest"
"cw_ar_jing","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_cw_ar_jing"
"sound_drill_move","soundbanks/card_epic_goblindrill.bank","event:/Main/Card/Epic/card_epic_goblindrill/card_epic_goblindrill_move"
"sound_recruit_deploy","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_deploy"
"sound_recruit_steps","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_steps"
"sound_recruit_attack_start","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_attack_start"
"sound_recruit_hit","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_hit"
"sound_recruit_die","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_die"
"sound_recruit_lose_shield","soundbanks/card_common_recruit.bank","event:/Main/Card/Common/card_common_recruit/card_common_recruit_lose_shield"
"sound_royal_hog_deploy","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_deploy"
"sound_royal_hog_deploy_end","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_deploy_end"
"sound_royal_hog_steps","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_steps"
"sound_royal_hog_attack_start","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_attack_start"
"sound_royal_hog_hit","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_hit"
"sound_royal_hog_die","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_die"
"sound_royal_hog_landing","soundbanks/card_rare_royal_hog.bank","event:/Main/Card/Rare/card_rare_royal_hog/card_rare_royal_hog_landing"
"sound_goblin_giant_deploy","soundbanks/card_epic_goblin_giant.bank","event:/Main/Card/Epic/card_epic_goblin_giant/card_epic_goblin_giant_deploy"
"sound_goblin_giant_steps","soundbanks/card_epic_goblin_giant.bank","event:/Main/Card/Epic/card_epic_goblin_giant/card_epic_goblin_giant_steps"
"sound_goblin_giant_attack_start","soundbanks/card_epic_goblin_giant.bank","event:/Main/Card/Epic/card_epic_goblin_giant/card_epic_goblin_giant_attack_start"
"sound_goblin_giant_hit","soundbanks/card_epic_goblin_giant.bank","event:/Main/Card/Epic/card_epic_goblin_giant/card_epic_goblin_giant_hit"
"sound_goblin_giant_die","soundbanks/card_epic_goblin_giant.bank","event:/Main/Card/Epic/card_epic_goblin_giant/card_epic_goblin_giant_die"
"sound_snowball_ground","soundbanks/card_common_snowball.bank","event:/Main/Card/Common/card_common_snowball/card_common_snowball_ground"
"sound_snowball_continuous","soundbanks/card_common_snowball.bank","event:/Main/Card/Common/card_common_snowball/card_common_snowball_continuous"
"sound_snowball_deploy","soundbanks/card_common_snowball.bank","event:/Main/Card/Common/card_common_snowball/card_common_snowball_deploy"
"sound_se_badge_hit","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_se_badge_hit"
"sound_se_trophy_count","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_se_trophy_count"
"sound_se_badge_hit_2","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_se_badge_hit_2"
"sound_se_trophies_burst_out","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_se_trophies_burst_out"
"sound_se_popup","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_se_popup"
"sound_electro_dragon_load_1","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_load_1"
"sound_electro_dragon_load_2","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_load_2"
"sound_electro_dragon_load_3","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_load_3"
"sound_electro_dragon_wing","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_wing"
"sound_electro_dragon_deploy","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_deploy"
"sound_electro_dragon_deploy_end","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_deploy_end"
"sound_electro_dragon_attack","soundbanks/card_epic_electro_dragon.bank","event:/Main/Card/Epic/card_epic_electro_dragon/card_epic_electro_dragon_attack"
"sound_openWar_bounty","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_openwar_bounty"
"sound_openWar_lock","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_openwar_lock"
"prestige_card_start","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_prestige_card_start"
"sound_ram_deploy","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_deploy"
"sound_ram_deploy_end","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_deploy_end"
"sound_ram_steps","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_steps"
"sound_ram_charge","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_charge"
"sound_ram_charge_hit","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_charge_hit"
"sound_ram_attack_start","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_attack_start"
"sound_ram_hit","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_hit"
"sound_ram_landing","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_ram_landing"
"sound_ramrider_attack start","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_attack start"
"sound_ramrider_attack start_vo","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_attack start_vo"
"sound_ramrider_bola_hit","soundbanks/card_legendary_ramrider.bank","event:/Main/Card/Legendary/card_legendary_ramrider/card_legendary_ramrider_bola_hit"
"sound_wallbreaker_deploy","soundbanks/card_epic_wallbreaker.bank","event:/Main/Card/Epic/card_epic_wallbreaker/card_epic_wallbreaker_deploy"
"sound_wallbreaker_deploy_2","soundbanks/card_epic_wallbreaker.bank","event:/Main/Card/Epic/card_epic_wallbreaker/card_epic_wallbreaker_deploy_2"
"sound_wallbreaker_step","soundbanks/card_epic_wallbreaker.bank","event:/Main/Card/Epic/card_epic_wallbreaker/card_epic_wallbreaker_step"
"sound_wallbreaker_explo","soundbanks/card_epic_wallbreaker.bank","event:/Main/Card/Epic/card_epic_wallbreaker/card_epic_wallbreaker_explo"
"sound_wallbreaker_atk","soundbanks/card_epic_wallbreaker.bank","event:/Main/Card/Epic/card_epic_wallbreaker/card_epic_wallbreaker_atk"
"sound_earthquake_pulse","soundbanks/card_rare_earthquake.bank","event:/Main/Card/Rare/card_rare_earthquake/card_rare_earthquake_pulse"
"sound_earthquake_deploy","soundbanks/card_rare_earthquake.bank","event:/Main/Card/Rare/card_rare_earthquake/card_rare_earthquake_deploy"
"sound_goblin_brawler_deploy","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_deploy"
"sound_goblin_brawler_steps","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_steps"
"sound_goblin_brawler_attack_start","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_attack_start"
"sound_goblin_brawler_hit","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_hit"
"sound_goblin_brawler_die","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_die"
"sound_goblin_cage_deploy","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_cage_deploy"
"sound_goblin_cage_die","soundbanks/card_rare_goblin_brawler.bank","event:/Main/Card/Rare/card_rare_goblin_brawler/card_rare_goblin_brawler_cage_die"
"sound_fisherman_deploy","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_deploy"
"sound_fisherman_deploy_end","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_deploy_end"
"sound_fisherman_steps","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_steps"
"sound_fisherman_attack","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_attack"
"sound_fisherman_attack_start","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_attack_start"
"sound_fisherman_hit","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_hit"
"sound_fisherman_die","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_die"
"sound_fisherman_projectile_hit","soundbanks/card_legendary_fisherman.bank","event:/Main/Card/Legendary/card_legendary_fisherman/card_legendary_fisherman_projectile_hit"
"sound_unlock_tier","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_unlock_tier"
"sound_enable_pass_royale","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_enable_pass_royale"
"sound_tier_level_sparkle","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tier_level_sparkle"
"sound_tier_line_fly_in","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_tier_line_fly_in"
"sound_elixir_golem_deploy","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_deploy"
"sound_elixir_golem_deploy_end","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_deploy_end"
"sound_elixir_golem_steps","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_steps"
"sound_elixir_golem_attack_start","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_attack_start"
"sound_elixir_golem_hit","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_hit"
"sound_elixir_golem_die","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_die"
"sound_elixir_golemite_deploy","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_deploy"
"sound_elixir_golemite_deploy_end","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_deploy_end"
"sound_elixir_golemite_steps","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_steps"
"sound_elixir_golemite_attack_start","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_attack_start"
"sound_elixir_golemite_hit","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_hit"
"sound_elixir_golemite_die","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_golemite_die"
"sound_elixir_blob_deploy","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_deploy"
"sound_elixir_blob_deploy_end","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_deploy_end"
"sound_elixir_blob_steps","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_steps"
"sound_elixir_blob_attack_start","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_attack_start"
"sound_elixir_blob_hit","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_hit"
"sound_elixir_blob_die","soundbanks/card_rare_elixir_golem.bank","event:/Main/Card/Rare/card_rare_elixir_golem/card_rare_elixir_golem_blob_die"
"sound_battle_healer_deploy","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_deploy"
"sound_battle_healer_deploy_end","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_deploy_end"
"sound_battle_healer_steps","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_steps"
"sound_battle_healer_attack_start","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_attack_start"
"sound_battle_healer_hit","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_hit"
"sound_battle_healer_heal","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_heal"
"sound_battle_healer_die","soundbanks/card_rare_battle_healer.bank","event:/Main/Card/Rare/card_rare_battle_healer/card_rare_battle_healer_die"
"Holiday_arena_start","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_holiday_arena_start"
"Lunar_arena_start","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_lunar_arena_start"
"Lunar_arena_start_02","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_lunar_arena_start_02"
"sound_deploy_mirror","soundbanks/card_epic_mirror.bank","event:/Main/Card/Epic/card_epic_mirror/card_epic_mirror_deploy"
"sound_firecracker_deploy","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_deploy"
"sound_firecracker_evo_deploy","soundbanks/card_evolution_firecracker.bank","event:/Main/Card/Evolution/card_evolution_firecracker/card_evolution_firecracker_deploy"
"sound_firecracker_deploy_end","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_deploy_end"
"sound_firecracker_steps","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_steps"
"sound_firecracker_attack","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_attack"
"sound_firecracker_attack_start","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_attack_start"
"sound_firecracker_hit","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_hit"
"sound_firecracker_hit2","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_hit2"
"sound_firecracker_die","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_die"
"sound_royal_delivery_explosion","soundbanks/card_common_royal_delivery.bank","event:/Main/Card/Common/card_common_royal_delivery/card_common_royal_delivery_explosion"
"sound_royal_delivery_deploy","soundbanks/card_common_royal_delivery.bank","event:/Main/Card/Common/card_common_royal_delivery/card_common_royal_delivery_deploy"
"sound_royal_delivery_recruit","soundbanks/card_common_royal_delivery.bank","event:/Main/Card/Common/card_common_royal_delivery/card_common_royal_delivery_recruit"
"sound_evo_royal_delivery_recruit","soundbanks/card_evolution_royal_delivery.bank","event:/Main/Card/Evolution/card_evolution_royal_delivery/card_evolution_royal_delivery_recruit"
"sound_healspirit_deploy","soundbanks/card_rare_heal_spirit.bank","event:/Main/Card/Rare/card_rare_heal_spirit/card_rare_heal_spirit_deploy"
"sound_healspirit_steps_sfx","soundbanks/card_rare_heal_spirit.bank","event:/Main/Card/Rare/card_rare_heal_spirit/card_rare_heal_spirit_steps_sfx"
"sound_healspirit_steps","soundbanks/card_rare_heal_spirit.bank","event:/Main/Card/Rare/card_rare_heal_spirit/card_rare_heal_spirit_steps"
"sound_healspirit_die","soundbanks/card_rare_heal_spirit.bank","event:/Main/Card/Rare/card_rare_heal_spirit/card_rare_heal_spirit_die"
"sound_healspirit_projectile_hit","soundbanks/card_rare_heal_spirit.bank","event:/Main/Card/Rare/card_rare_heal_spirit/card_rare_heal_spirit_projectile_hit"
"Dream_arena_start","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_dream_arena_start"
"sound_skeleton_dragon_deploy","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_deploy"
"sound_skeleton_dragon_deploy_end","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_deploy_end"
"sound_skeleton_dragon_steps","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_steps"
"sound_skeleton_dragon_attack_start","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_attack_start"
"sound_skeleton_dragon_die","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_die"
"sound_skeleton_dragon_projectile_hit","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_projectile_hit"
"sound_skeleton_dragon_attack","soundbanks/card_common_skeleton_dragon.bank","event:/Main/Card/Common/card_common_skeleton_dragon/card_common_skeleton_dragon_attack"
"sound_boat_battle_bridge_deploy","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_bridge_deploy"
"sound_boat_battle_hook_deploy","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_hook_deploy"
"sound_boat_battle_hatches_explode","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_hatches_explode"
"sound_boat_battle_enemy_tower_explode","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_enemy_tower_explode"
"sound_boat_battle_enemy_tower_fire","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_enemy_tower_fire"
"sound_boat_battle_enemy_elixir_drop_land","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_enemy_elixir_drop_land"
"sound_cw2_map_finish_line","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_cw2_map_finish_line"
"sound_boat_pve_start","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_pve_start"
"sound_boat_pve_bonustime_jingle","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_pve_bonustime_jingle"
"sound_boat_battle_elixir_fly","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_battle_elixir_fly"
"sound_boat_finish_line_jingle","soundbanks/uncategorized.bank","event:/Main/Uncategorized/sound_boat_finish_line_jingle"
"sound_electro_giant_deploy","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_deploy"
"sound_electro_giant_deploy_vo","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_deploy_vo"
"sound_electro_giant_steps","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_steps"
"sound_electro_giant_attack_start","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_attack_start"
"sound_electro_giant_hit","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_hit"
"sound_electro_giant_zap_hit","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_zap_hit"
"sound_electro_giant_die","soundbanks/card_epic_electro_giant.bank","event:/Main/Card/Epic/card_epic_electro_giant/card_epic_electro_giant_die"
"sound_electrospirit_deploy","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_deploy"
"sound_electrospirit_steps","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_steps"
"sound_electrospirit_steps_vo","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_steps_vo"
"sound_electrospirit_attack","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_attack"
"sound_electrospirit_ray","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_ray"
"sound_electrospirit_hit","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_hit"
"sound_electrospirit_die","soundbanks/card_common_electro_spirit.bank","event:/Main/Card/Common/card_common_electro_spirit/card_common_electro_spirit_die"
"sound_motherwitch_deploy","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_deploy"
"sound_motherwitch_deploy_vo","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_deploy_vo"
"sound_motherwitch_steps","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_steps"
"sound_motherwitch_attack_start","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_attack_start"
"sound_motherwitch_attack_start_vo","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_attack_start_vo"
"sound_motherwitch_hit","soundbanks/card_legendary_motherwitch.bank","event:/Main/Card/Legendary/card_legendary_motherwitch/card_legendary_motherwitch_hit"
