"Name","TID","SubtitleTID","Arena","League","LeagueArenaSWF","LeagueArenaExportName","ChestArena","TvArena","IsInUse","TrainingCamp","PVEArena","LoseTrophyPercentage","LoseTrophyScore","WinTrophyPercentage","WinTrophyScore","TrophyLimit","DemoteTrophyLimit","ChestRewardMultiplier","ShopChestRewardMultiplier","RequestSize","MaxDonationCountCommon","MaxDonationCountRare","MaxDonationCountEpic","IconSWF","IconExportName","SmallIconExportName","MatchmakingMinTrophyDelta","MatchmakingMaxTrophyDelta","MatchmakingMaxSeconds","PvpLocation","TeamVsTeamLocation","ThreeVsThreeLocation","DailyDonationCapacityLimit","BattleRewardGold","ReleaseDate","DisableIn2v2","ReachedBoost","BoostTimeH","BgGlow","Glow","Water","WaterParamMapPostfix","BackgroundSWF","BackgroundExportName","BackgroundOverlayExportName","FixedTowerSkinSet","MinScale","LeagueBadgeOffsetY","ChestWildcardsEnabled","ChestWildcardPercent100Common","ChestWildcardPercent100Rare","ChestWildcardPercent100Epic","ChestWildcardPercent100Legendary","ChestWildcardPercent100Champion","RequiredKingLevel","TrophyRoad","CardMaxLevel"
"Arena_LumberLove_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_lumberlove.sc","arena_lumberlove_pol_icon",,0,100,60,"PVP_lumberlove","TeamVsTeam_lumberlove",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_LumberLove_LoveBuff","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_lumberlove.sc","arena_lumberlove_icon",,0,100,60,"PVP_lumberlove_lovebuff","TeamVsTeam_lumberlove_lovebuff",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_9thBirthday","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_9thbirthday.sc","arena_9thbirthday_icon",,0,100,60,"PVP_9thbirthday","TeamVsTeam_9thbirthday",,360,0,,,,,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_9thBirthday_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_9thbirthday.sc","arena_9thbirthday_pol_icon",,0,100,60,"PVP_9thbirthday","TeamVsTeam_9thbirthday",,360,0,,,,,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"PLACEHOLDER_2","TID_ARENA_TRAINING_CAMP","TID_INFO_ARENA_TRAINING_CAMP",1,1,,,"TrainingCamp","TrainingCamp","FALSE","TRUE",,,,,,0,0,100,100,10,1,1,1,"sc/ui_arena.sc","arena_00",,0,100,60,"TrainingCamp","TeamVsTeam_training_camp",,90,5,,,,,"TRUE",,,,,,,,75,-40,,,,,,,,"Default",
"PLACEHOLDER_1","TID_ARENA_TRAINING_CAMP","TID_INFO_ARENA_TRAINING_CAMP",1,1,,,"TrainingCamp","TrainingCamp","FALSE","TRUE",,,,,,0,0,100,100,10,1,1,1,"sc/ui_arena.sc","arena_00",,0,100,60,"TrainingCamp","TeamVsTeam_training_camp",,90,5,,,,,"TRUE",,,,,,,,75,-40,,,,,,,,"Default",
"Arena_stolencrown","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_stolencrown.sc","arena_stolencrown_icon",,0,100,60,"PVP_stolecrown","TeamVsTeam_stolecrown",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_stolencrown_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_stolencrown.sc","arena_stolencrown_pol_icon",,0,100,60,"PVP_stolecrown","TeamVsTeam_stolecrown",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_graveyardKid","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_graveyardkid.sc","arena_graveyardkid_icon",,0,100,60,"PVP_graveyardKid","TeamVsTeam_graveyardKid",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_graveyardKid_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_graveyardkid.sc","arena_graveyardkid_pol_icon",,0,100,60,"PVP_graveyardKid","TeamVsTeam_graveyardKid",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_dragonisland","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_dragonisland.sc","arena_dragonisland_icon",,0,100,60,"PVP_dragonisland","TeamVsTeam_dragonisland",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_dragonisland_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_dragonisland.sc","arena_dragonisland_pol_icon",,0,100,60,"PVP_dragonisland","TeamVsTeam_dragonisland",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_L11","TID_ARENA24","TID_INFO_ARENA24",25,,,,"Arena_L11","Arena_L11","FALSE",,,100,1000000,,,1000000,1000000,630,100,40,8,1,1,"sc/ui_arena.sc","arena_champion",,40,200,60,"PvP_champion","TeamVsTeam_champion",,360,0,,"TRUE",,,"TRUE","TRUE",,,,,,,75,-40,"TRUE",500,500,500,500,,24,"Default",
,,,,,,,,,,,,100,1010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arena_spiritempress","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_spiritempress.sc","arena_spiritempress_icon",,0,100,60,"PvP_spiritempress","TeamVsTeam_spiritempress",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,,,,,
"Arena_spiritempress_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_spiritempress.sc","arena_spiritempress_pol_icon",,0,100,60,"PvP_spiritempress","TeamVsTeam_spiritempress",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,,,,,
"Arena_furnacepallace","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_furnacepallace.sc","arena_furnacepallace_icon",,0,100,60,"PvP_furnacepallace","TeamVsTeam_furnacepallace",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_furnacepallace_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE",,,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_furnacepallace.sc","arena_furnacepallace_pol_icon",,0,100,60,"PvP_furnacepallace","TeamVsTeam_furnacepallace",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_dragonest","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE","FALSE",,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_dragonest.sc","arena_dragonest_icon",,0,100,60,"PvP_dragonest","TeamVsTeam_dragonest",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
"Arena_dragonest_PoL","TID_INFO_ARENA_LEGENDARY","TID_INFO_ARENA_LEGENDARY",0,1,"sc/ui_arena.sc","arena_champion","Arena_L1","Arena_L1","FALSE","FALSE",,100,8000,,,8000,8000,530,100,40,8,1,1,"sc/ui_arena_icon_dragonest.sc","arena_dragonest_pol_icon",,0,100,60,"PvP_dragonest","TeamVsTeam_dragonest",,360,0,,,"ChestSpeedUp",24,"TRUE",,,,"sc/flood_water.sc",,,,90,-40,"TRUE",500,500,500,500,,,,
